movie_id,genre_id
27362,35
27362,18
5680,14
5680,27
5680,35
5680,878
26386,35
26386,10751
25884,28
25884,35
25884,10751
2617,35
3543,35
3543,18
51321,18
58434,18
58434,10751
2605,35
2605,10751
2605,878
8740,27
8740,53
8337,28
8337,27
8337,878
8337,53
47493,18
47493,53
47493,36
8463,35
8463,18
8463,10749
41974,18
41974,9648
26603,35
26603,14
32049,28
32049,53
1648,12
1648,35
1648,878
4105,28
4105,53
4105,80
3064,14
3064,35
3064,878
3064,10749
4925,28
4925,12
4925,18
4925,53
2210,10402
2210,35
2210,18
2210,10749
2210,878
27461,10752
27461,18
27461,36
1380,18
505,80
505,18
4486,18
4296,9648
4296,18
4296,878
4296,53
8867,28
8867,53
331,12
331,28
331,53
331,878
327,80
327,18
327,53
1548,35
1548,18
869,53
869,878
869,28
869,12
552,18
552,35
552,10749
2171,35
32261,18
32261,36
32261,10749
31083,35
31083,18
31083,10749
6951,28
6951,35
6951,53
6951,80
6951,10751
2616,35
2616,18
2616,10751
7091,35
7091,27
249,35
249,18
249,53
183,12
183,35
183,18
183,10751
183,10749
8494,35
27431,27
27431,9648
27431,53
2148,10402
2148,18
2148,80
2148,10749
2057,53
5175,28
5175,35
5175,80
5175,53
4484,35
1627,18
2770,35
2770,10749
1933,27
1933,18
1933,9648
1933,53
1722,18
1722,36
1722,10749
2779,35
2779,80
2779,9648
2779,10749
2779,53
2294,35
26602,18
26602,35
26602,10749
742,18
742,35
742,10749
8922,27
8922,53
5922,28
5922,18
5922,53
5998,80
5998,18
5998,9648
5998,53
2176,18
2176,53
75386,35
2185,28
2185,35
2185,53
2034,28
2034,80
2034,18
2034,53
27327,35
27327,14
27327,27
27327,10402
27327,53
25767,35
25767,18
25767,10749
33725,35
33725,10402
248,35
248,18
25905,18
25905,10752
1644,53
1644,18
1644,9648
66092,18
166,18
166,10749
166,35
1623,80
1623,18
1716,18
1716,10749
1716,10752
3172,28
3172,35
3172,80
3172,10749
570,18
1018,53
1018,18
1018,9648
26299,10402
26299,10749
984,28
984,80
984,53
768,27
768,9648
768,53
2100,28
2100,18
2100,53
3173,53
3173,28
3173,80
3173,18
167,18
167,878
27444,10749
27444,18
27444,35
141,14
141,18
141,9648
585,16
585,35
585,10751
671,12
671,14
671,10751
1535,28
1535,80
1535,53
1433,14
1433,18
1433,27
1433,53
1433,878
1999,18
1999,53
269,18
269,80
5781,35
5781,18
5781,10749
3537,18
8738,28
8738,878
3604,878
6974,12
6974,878
26398,12
26398,14
26398,878
299,53
299,10402
299,35
299,80
8007,28
8007,18
8007,53
8007,10752
161,53
161,80
31682,18
31682,878
31682,53
4886,80
4886,18
4886,9648
228,18
194,35
194,10749
1903,18
1903,9648
1903,10749
1903,878
1903,53
1649,12
1649,35
1649,10751
1649,14
1649,878
120,12
120,14
120,28
453,18
453,10749
5052,12
5052,35
5052,80
37257,18
37257,9648
37257,80
855,28
855,36
855,10752
5279,18
5279,9648
5279,53
1365,18
1365,10749
6440,18
6440,10749
6037,35
6037,80
6037,9648
6037,53
42987,18
6312,12
6312,27
6312,28
6312,36
98491,18
98491,10749
26686,35
26686,18
26686,10749
61934,35
61934,18
27273,16
27273,14
27273,10751
848,14
4965,28
4965,878
4965,53
150,53
150,28
150,35
150,80
150,18
112,35
112,18
112,10749
27378,35
27378,18
27378,10769
651,35
651,18
651,10752
2637,18
2637,27
2637,9648
2084,35
2084,80
2084,53
51044,18
51044,10402
51044,10749
4267,10749
4267,35
4267,18
4031,18
4031,35
47871,28
47871,35
69928,35
2441,18
931,53
931,18
931,27
993,53
993,9648
27824,35
480,35
480,18
480,10749
614,18
2752,35
2752,10749
40723,18
40723,27
7219,27
2135,878
2135,12
2135,28
965,10749
965,18
44004,28
44004,35
44004,18
7988,28
7988,12
7988,18
26843,28
26843,36
26843,10752
27458,35
27458,18
8690,12
8690,27
3418,18
3418,878
4499,35
425,16
425,35
425,10751
425,12
5851,28
5851,35
1391,18
1391,10749
2371,28
2371,18
2371,53
6020,35
4547,80
4547,18
4547,53
1791,18
1791,10749
62956,35
5678,28
5678,35
548,80
548,18
548,9648
1537,28
1537,12
1537,80
1537,53
441,18
441,35
32617,28
32617,37
32617,12
2565,14
2565,35
2565,878
2565,10749
307,18
307,36
1282,99
52717,18
69324,18
69324,10769
69324,10749
73462,18
73462,12
73462,10749
26030,18
26030,28
26030,80
5203,18
5203,10749
1815,18
1815,28
1815,53
1815,80
1815,9648
55106,35
55106,10749
2251,53
2251,18
2894,10752
2894,18
2894,36
45186,28
45186,35
45186,80
45186,18
5425,27
245,18
245,35
245,10749
1894,12
1894,28
1894,878
4012,18
1957,18
1957,53
320,80
320,9648
320,53
27834,35
27834,18
27834,878
39435,37
44800,18
44800,80
1936,12
1936,37
4614,53
4614,28
4614,18
7216,27
3132,28
3132,12
3132,35
3132,53
2501,28
2501,18
2501,9648
2501,53
27451,18
4993,28
4993,37
4993,53
103299,18
103299,28
103299,53
103299,80
103299,9648
180,28
180,53
180,878
180,9648
2022,35
2022,10749
608,28
608,12
608,35
608,878
59387,16
59387,28
59387,10751
26290,18
6278,12
6278,28
6278,14
4147,53
4147,80
4147,18
1842,9648
1842,27
1842,18
2721,18
2721,36
2721,53
1364,18
1364,10749
8869,28
8869,35
8869,27
8869,53
8665,18
8665,36
8665,53
818,35
818,80
818,878
33152,28
33152,35
33152,80
6404,18
6404,27
5155,80
5155,18
5155,10749
3780,18
2675,18
2675,53
2675,878
2675,9648
7451,28
7451,12
7451,53
2750,35
2750,18
6173,18
6173,53
6173,80
6173,10749
3640,10749
3640,18
3640,35
8653,18
8653,53
3127,27
3127,878
32825,18
32825,10749
26056,18
26056,53
4108,28
4108,80
4108,53
26680,27
977,12
977,18
977,10749
233,18
5506,35
5506,80
575,18
575,53
1958,35
1958,53
1958,10402
1958,80
1958,9648
129,14
129,12
129,16
129,10751
72308,99
2110,18
2110,28
2110,35
4107,28
4107,12
4107,18
4107,36
1682,14
1682,878
1682,28
1682,12
3092,53
3092,18
3092,80
4989,9648
4989,53
1809,35
1809,18
1809,10749
1430,99
40815,18
40815,12
1613,53
1613,28
1613,35
1613,80
565,27
565,9648
49872,35
49872,10751
49872,14
40969,27
40969,53
5917,28
5917,18
5917,37
8691,12
8691,27
66592,35
66592,9648
66592,53
25773,18
26560,35
26560,10749
225,18
225,36
26444,28
26444,18
5062,80
5062,18
5062,9648
5062,53
27016,18
27016,53
27016,10402
265,10752
265,18
265,10749
2264,10749
2264,18
47886,27
47886,9648
1672,28
1672,12
1672,53
9012,99
9012,35
1360,18
1360,10749
1941,28
1941,18
1941,36
1941,10752
8427,28
8427,12
8427,35
8427,53
65,18
27204,35
27204,10749
672,12
672,14
672,10751
542,18
542,10749
33251,18
33251,10751
2165,53
2165,28
2165,18
53000,28
53000,9648
53000,53
1377,35
1377,18
1377,10751
1377,10749
2528,18
2528,10769
2528,10749
96966,18
26325,12
26325,28
26325,35
69169,53
69169,18
69169,27
31921,18
31921,35
31921,53
31921,9648
31921,10749
32625,18
8198,18
8198,28
8198,53
8198,10749
64,18
64,10749
2103,18
2103,878
2103,9648
2103,10749
9016,12
9016,16
9016,10751
9016,14
9016,878
27070,35
27070,27
5261,53
5261,18
5261,35
5261,28
5261,10749
125337,53
125337,10749
7011,878
7011,14
7011,27
7011,12
2757,35
2757,80
2757,18
7299,28
7299,878
7299,53
78022,18
78022,28
78022,10749
78022,10769
26356,18
4241,35
4241,18
4241,27
4241,53
37335,18
40952,27
40952,53
38849,878
38849,53
171,35
4202,18
4202,36
7303,35
7303,18
7303,10749
201,878
201,28
201,12
201,53
2755,18
2755,35
121,12
121,14
121,28
1429,80
1429,18
3131,18
3131,36
3131,80
2642,35
2642,10749
2149,18
2149,53
2149,10749
32074,28
32074,53
4032,35
4032,18
4032,10751
8392,14
8392,16
8392,10751
31804,35
26946,27
26946,878
4561,18
4435,18
4435,36
640,18
640,80
1574,28
1574,35
1574,80
1574,18
1574,10402
590,18
423,18
423,10752
262,35
262,18
4912,35
4912,80
4912,18
4912,10749
4912,53
598,18
598,80
26393,35
26393,18
26393,10749
1484,18
34148,18
34148,10749
26252,28
26252,80
26252,18
26252,10749
5968,35
5968,10749
1647,28
1647,53
26761,10749
26761,53
26761,37
26761,18
65300,27
65300,53
65300,18
65300,9648
65300,878
4628,12
4628,18
4628,28
4628,53
4628,10769
4193,53
4193,80
4193,9648
4193,18
3028,35
3028,27
3028,878
72340,35
72340,80
25872,28
25872,35
25872,18
25872,10751
25872,10402
25872,10749
127,18
1563,99
2262,80
2262,18
46925,18
46925,35
46925,10751
6038,28
6038,12
6038,35
6038,37
1956,9648
1956,18
1956,12
3426,10749
3426,18
3426,35
2984,35
2984,10749
26172,28
26172,80
26172,53
31598,28
31598,18
31598,53
4952,35
4952,10749
991,18
991,878
4911,28
4911,80
4911,18
4911,53
102,18
102,10749
7015,80
7015,18
6524,35
77233,14
77233,18
77233,35
77233,878
979,18
979,53
979,80
979,9648
1591,18
455,35
455,18
455,10749
27236,18
8996,36
8996,18
2671,27
2671,53
6171,18
6171,27
6171,878
6171,53
2525,18
51927,99
51927,18
51927,10769
1675,35
1675,18
6016,80
6016,18
6016,53
1817,53
1817,18
7294,10749
7294,35
7294,18
2662,27
994,80
994,18
994,53
994,9648
1714,18
1714,878
2832,9648
2832,53
31932,53
1816,18
1816,10402
604,12
604,28
604,53
604,878
1555,18
1555,35
1555,10749
310,14
310,35
5146,28
5146,35
12,16
12,10751
2260,99
584,28
584,80
584,53
1088,18
1088,10751
5921,28
5921,37
47423,28
47423,35
47423,53
47423,80
5920,28
5920,18
26593,37
33564,18
6646,12
6646,10751
111815,18
26317,18
26317,99
8092,18
290,35
290,18
2470,35
2470,18
2470,10749
2263,80
2263,18
2263,10749
2263,53
6523,37
2527,18
2527,53
26205,28
26205,18
26205,36
26205,10752
6643,10749
6643,37
6643,18
2071,9648
2071,53
57476,35
57476,878
4708,10752
4708,18
4708,36
170,27
170,53
170,878
216,10749
216,18
42176,35
42176,10749
39231,35
39231,10749
43039,18
43039,35
43039,10749
33454,28
33454,12
33454,18
70912,18
70912,36
70912,53
70912,80
70912,10749
70912,10769
70912,35
6949,35
6949,10749
1927,18
1927,28
1927,878
296,28
296,53
296,878
302,53
302,80
22,12
22,14
22,28
8698,14
8698,28
8698,53
8698,878
554,18
554,36
554,10749
8961,12
8961,28
8961,35
8961,53
8961,80
3472,80
3472,18
3472,53
25921,35
25921,18
25921,10402
1996,28
1996,12
1996,14
1996,53
4464,18
4464,36
54580,18
4613,35
4613,80
430,35
430,10751
5185,12
5185,35
5185,80
5185,9648
5185,10749
5185,53
4984,18
4984,28
4984,80
8273,35
8273,10749
8094,18
26195,18
125952,18
125952,10769
78041,28
78041,35
833,18
26755,99
3101,28
3101,35
3101,80
6466,27
2055,37
2771,35
2771,18
48791,18
48791,12
8992,35
8992,18
8992,10749
30970,10752
30970,18
30970,10749
636,18
636,9648
636,878
3055,10402
3055,18
3055,10749
54986,18
54986,10749
26225,18
26225,28
26225,80
26198,27
936,35
936,80
4593,35
3782,18
2891,18
38304,18
38304,10749
26246,99
513,18
513,10749
6619,18
32316,35
2830,35
2830,10749
33255,99
333,35
333,18
333,10402
333,10749
2722,10749
2722,18
1415,35
1415,18
1415,80
7270,35
7270,18
7270,80
7270,53
1428,28
153,18
4703,18
4703,10749
2687,35
2687,14
2687,878
277,14
277,28
277,53
61401,99
7288,28
7288,35
7288,53
54243,28
54243,18
54243,10751
5653,18
5653,36
321,35
321,10749
20,18
20,10749
5168,99
837,27
837,9648
837,878
821,18
821,36
1358,99
2200,36
2200,18
2200,35
776,18
776,35
776,10749
891,18
891,36
891,9648
891,53
51300,35
51300,18
51300,10749
650,80
650,18
8446,18
8446,28
8446,35
8446,10402
8446,10751
49291,18
49291,28
49291,53
49291,80
4543,35
7442,18
7442,80
7442,53
6723,28
6723,80
6723,18
6723,53
26850,80
26850,18
26850,53
32082,9648
32082,35
32082,18
3087,18
3087,10402
2116,53
2116,80
2116,18
1584,35
1584,10402
2056,18
2056,35
4997,80
4997,18
4997,9648
4997,53
322,53
322,80
322,18
322,9648
24,28
24,80
1550,35
1550,18
5493,28
5493,12
5493,878
4256,35
1807,18
1807,80
67809,18
1376,80
1376,18
2348,35
3117,27
3117,878
27450,10749
27450,18
27450,80
26643,12
26643,14
26643,18
26643,28
26643,10751
897,18
224,18
224,36
43708,35
605,12
605,28
605,53
605,878
1277,10749
1277,18
1836,18
1836,27
508,35
508,10749
508,18
8619,12
4970,27
4970,53
470,18
470,80
470,53
1702,28
1702,27
1702,878
1702,53
4823,18
4823,53
4823,10749
860,53
860,878
48035,18
5000,18
5000,36
780,18
780,36
234,18
234,27
234,53
234,80
899,18
899,10749
6472,35
6472,18
6472,53
5143,35
5143,18
5227,28
5227,12
5227,35
5227,14
5227,878
8010,28
8010,14
8010,878
2297,35
2297,18
2297,9648
951,35
5765,9648
5765,53
1643,18
1643,10749
2007,18
2612,14
2612,35
2612,878
2612,10749
3112,53
3112,80
2611,35
2611,10749
1825,28
1825,18
3176,18
3176,53
3176,12
5336,36
5336,10752
5336,18
5336,27
2047,28
2047,80
2047,18
2047,53
8222,35
8222,18
8222,10749
1626,18
483,35
483,80
483,53
6069,14
6069,27
6069,35
3681,35
3681,10749
898,18
2000,12
2000,18
2000,36
648,18
648,14
648,10749
618,18
618,36
618,10752
4024,18
4024,10749
3089,37
1594,35
1594,80
32318,28
32318,35
916,28
916,80
916,18
916,53
1976,18
1976,10749
31685,10749
31685,18
31685,27
3062,10402
3062,35
3062,10749
4939,35
4939,10749
79,18
79,12
79,28
79,36
987,10749
987,18
987,35
81,12
81,16
81,14
70423,18
42740,9648
42740,18
42740,53
827,18
827,27
827,53
4368,27
2742,80
2742,18
3596,18
3596,878
120637,35
120637,10749
120637,10769
255,35
255,18
255,10749
616,18
616,28
616,10752
616,36
587,12
587,14
587,18
6964,18
6964,35
6964,10749
1792,35
3635,18
3635,10749
122,12
122,14
122,28
8696,35
47952,35
47952,18
47952,10769
47952,10752
504,80
504,18
2289,18
42418,12
42418,18
42418,10751
26710,35
31026,18
5966,35
5966,10749
52867,35
52867,18
1937,18
26712,18
26712,28
26712,80
1882,18
6277,28
6277,35
427,35
3022,18
3022,27
3022,878
778,35
778,10751
3088,18
3088,37
980,28
980,18
980,37
42094,10749
42094,35
5205,99
2017,28
2017,80
2017,18
2017,9648
2017,53
73515,18
405,18
4917,18
4917,878
4917,35
5055,10752
5055,18
3059,18
27329,18
27329,10769
27329,36
27329,10752
114046,35
114046,878
1954,878
1954,53
1278,18
1278,10749
7008,28
7008,12
7008,18
7008,53
1824,35
1824,10749
44674,80
44674,18
337,18
43376,18
2576,18
2576,36
2099,28
2099,80
2099,53
6470,28
6470,12
8842,10749
8842,18
615,18
338,35
338,18
338,10749
2023,37
2023,12
797,18
42602,18
1723,35
1723,18
1586,53
1586,9648
156,35
156,18
156,10749
2778,35
2778,10751
40752,35
924,14
924,27
924,28
38,878
38,18
38,10749
4377,18
4377,80
4377,10769
1720,18
5516,35
5516,80
5516,53
553,80
553,18
553,53
1487,14
1487,28
1487,878
2122,35
2122,53
2122,80
6844,18
6844,36
923,27
2587,10752
2587,18
2587,36
3591,28
3591,12
3591,14
26176,35
68347,27
68347,878
4365,35
4365,27
4365,878
2098,35
2098,18
2098,10402
2098,10749
393,28
393,80
393,53
7220,28
7220,80
7220,18
33823,99
237,18
237,53
237,80
237,10749
7131,27
7131,12
7131,28
652,12
652,18
652,10752
42015,35
42015,18
57811,18
57811,53
57811,10749
57811,10769
132,99
132,10402
4339,35
4339,18
4339,10769
5247,18
5247,9648
5247,53
502,18
502,36
502,53
1373,18
1373,14
667,28
667,53
667,12
700,12
700,28
700,53
26976,18
26976,10770
44864,14
44864,35
44864,10402
44864,10749
633,18
633,36
633,53
633,10752
294,18
294,10749
1162,18
5842,28
5842,27
988,53
988,18
204,18
204,53
204,12
27171,35
27171,10749
27786,28
27786,12
27786,878
25736,80
25736,18
25736,53
5248,35
2786,18
2786,53
50271,18
26133,18
2817,18
2817,35
2817,10749
1394,18
1394,10749
1719,18
1719,10749
781,18
3777,18
3777,36
26612,12
26612,10751
77780,18
77780,35
1926,18
31112,16
31112,35
31112,10751
4923,14
4923,28
4923,53
4923,878
465,10749
465,18
876,28
876,12
876,14
876,878
1583,35
57946,35
31952,27
336,37
5927,28
5927,18
5927,37
3075,27
3075,878
5521,18
5521,53
27636,9648
27636,27
222,99
222,36
38701,27
1059,12
1059,18
1059,28
1059,35
26940,35
26372,10752
26372,18
3547,53
3547,10749
3547,18
5481,27
5481,53
5482,18
5482,80
5482,53
5485,27
7090,18
42632,99
42632,10402
5902,18
5902,36
5902,10752
4552,18
4552,27
4552,9648
26326,35
26326,10402
27658,18
42725,28
42725,18
4291,35
4291,18
4291,10751
113,18
5916,28
5916,80
5916,53
3001,35
3001,80
3001,10749
105130,80
105130,35
105130,28
62383,35
203,18
203,80
26268,28
26268,18
26268,53
26268,80
26268,9648
316,35
316,18
3072,18
3072,27
3072,878
250,28
250,35
250,80
43267,35
42013,18
42013,35
631,18
631,10749
51182,99
48385,80
48385,27
48385,878
43011,12
43011,18
43011,36
439,35
439,18
823,16
823,878
823,53
2546,35
2546,14
40478,18
5165,18
5165,9648
5722,35
5722,18
5722,53
5544,18
5544,36
5544,10749
56167,36
56167,35
56167,18
4781,10752
4781,18
4909,28
4909,53
27459,35
4497,18
42728,35
42728,10749
42728,18
5071,18
5071,10402
5071,10749
4507,35
4507,18
4507,10749
4879,80
4879,18
4879,9648
4879,53
61048,35
61048,18
61048,36
61048,10749
1994,12
1994,27
1994,53
870,18
870,10749
96255,10752
96255,18
809,12
809,16
809,35
809,10751
809,14
435,28
435,12
435,878
435,53
4599,18
4599,35
4599,10749
673,12
673,14
673,10751
246,12
246,18
246,28
2789,28
2789,878
8920,16
8920,35
8920,10751
26886,18
26886,9648
26142,18
46976,35
46976,18
46976,10769
46976,10749
831,9648
831,12
831,878
831,27
831,53
62000,18
662,10749
662,878
8341,10749
8341,18
8341,12
886,18
26973,18
26973,36
26175,28
26175,12
26175,18
26175,10749
136,18
136,27
3019,27
3019,878
3515,18
3515,28
3515,53
3515,80
594,35
594,18
8981,18
8981,10751
1944,18
1997,12
1997,18
1997,10751
72096,18
72096,35
72096,10402
72096,10749
43897,35
43897,18
43897,10751
43897,10752
25783,99
8991,27
8991,28
8991,35
8991,878
3293,99
3293,18
42407,35
6081,28
6081,35
6081,80
6081,53
44494,35
44494,18
2330,28
2330,35
2330,80
2334,28
2334,35
2912,18
2912,10769
2912,53
701,35
701,18
701,10751
2202,12
2202,18
2202,10751
3484,12
3484,14
3484,27
26596,18
26596,37
26811,27
558,28
558,12
558,14
80,18
80,10749
8699,35
2048,28
2048,878
436,18
436,53
436,80
31948,53
31948,12
31948,36
31948,18
65994,12
65994,28
65994,10749
36630,18
36630,10749
36630,53
2502,28
2502,18
2502,53
314,28
314,80
5228,35
5228,18
47615,14
47615,27
32294,35
32294,10749
1040,18
5122,18
5122,53
1783,28
1783,35
1783,18
1783,36
26814,35
99859,53
31522,35
31522,18
31522,10749
5179,18
4201,28
4201,36
69526,53
69526,80
69526,35
69526,28
69526,12
6947,18
6947,9648
6947,53
401,35
401,18
401,10749
1538,18
1538,80
1538,53
2577,18
2577,10749
2577,878
2577,53
60760,80
60760,53
60760,10769
60760,35
395,12
395,878
395,28
8745,35
8745,10402
8745,10749
45335,35
45335,10402
45335,10749
65596,35
65596,14
65596,878
65596,10751
32298,35
32298,18
32298,10749
124,18
124,14
41762,18
41762,10402
1577,27
1577,28
1577,878
5137,9648
5137,28
5137,53
5137,878
5137,12
2003,18
1653,18
747,27
747,35
26230,35
26230,27
26230,878
4176,18
4176,53
4176,9648
132422,18
132422,28
132422,35
27816,27
27815,27
47446,18
42172,80
42172,18
42172,53
31655,27
31655,53
8689,12
8689,27
1599,35
1599,10749
26108,35
26108,18
26108,10749
4380,18
4380,10749
4380,35
3989,10402
3989,12
3989,16
3989,28
3989,35
2438,10402
2438,18
101887,35
101887,18
3053,35
3053,27
2319,14
2319,18
2319,878
2319,10751
1970,27
1970,9648
1970,53
8849,35
4553,53
4553,18
48678,35
48678,18
176,27
176,9648
176,80
1677,18
1677,10402
5255,12
5255,16
5255,10751
5255,14
866,18
4251,18
4251,10749
2059,12
2059,28
2059,53
2059,9648
140,80
140,18
140,10749
140,53
1966,10752
1966,36
1966,28
1966,12
1966,18
1966,10749
26347,18
26347,36
2288,18
2288,10749
163,53
163,80
25952,878
8424,18
8424,35
8424,10749
30996,53
30996,27
30996,9648
3016,18
3016,27
3016,878
2972,27
2972,878
2972,53
71065,12
71065,18
71065,28
71065,36
992,14
992,18
992,35
992,9648
3060,18
3060,10749
3060,10752
1405,18
1405,36
964,18
964,27
939,18
939,10402
697,99
697,18
905,18
905,53
905,10749
3061,18
25768,28
25768,35
120833,18
120833,10402
626,18
626,14
27899,18
27899,28
27899,80
5729,10749
5729,35
5729,18
3574,53
3574,27
877,28
877,12
877,80
877,18
877,53
875,10749
875,18
779,18
779,27
3031,12
3031,27
3031,878
43904,10749
43904,18
46910,28
46910,10752
55207,53
55207,9648
3084,18
3084,14
3084,36
3084,10749
97648,35
33049,35
33049,10749
43518,35
43518,18
43518,10749
50066,18
50066,10749
44041,53
26701,18
26701,10402
3766,80
3766,18
3766,9648
946,18
45578,18
45578,10749
4558,18
4558,14
4558,10749
800,80
800,18
3023,35
3023,27
3023,878
3111,18
3111,10402
3111,10749
803,36
803,99
803,10752
31374,18
31374,28
31374,12
25893,35
25893,18
25893,10751
56156,18
42661,28
42661,12
42661,18
42661,36
42661,10749
34528,10752
34528,18
34528,36
31427,18
31427,10752
690,80
690,18
750,18
750,80
750,9648
750,35
34530,10752
34530,18
34530,36
3010,18
3010,36
3010,10752
751,18
751,53
751,80
751,9648
751,35
4025,18
4025,9648
4025,80
3763,27
7348,18
7348,878
895,18
895,36
2661,10751
2661,12
2661,35
2661,878
2661,80
789,35
789,18
789,10752
2097,27
2097,878
135,99
135,10402
4191,9648
4191,18
4191,10749
4191,53
4191,80
26204,80
26204,9648
26204,53
5767,35
5767,18
5767,10749
27277,37
42634,10749
42634,18
118872,18
5638,18
5638,35
5638,10402
1846,80
1846,9648
1846,18
5928,35
5928,18
2860,18
2860,10749
26606,80
26606,18
26606,10402
2998,18
2998,10749
839,10770
839,28
839,53
36850,35
36850,10749
5822,28
5822,18
5822,10749
40732,12
40732,18
760,35
1410,35
1410,878
5558,18
5558,35
3043,27
8327,18
5618,10749
5618,35
1835,80
1835,9648
1835,53
1829,18
1829,36
1829,10749
5725,35
3870,18
3870,36
3870,10749
1660,18
1660,35
6476,35
6476,37
26842,12
26842,18
26842,28
26842,36
5651,35
1421,18
1421,35
1421,10749
62847,18
62847,27
62847,35
62847,53
62847,80
62847,9648
45691,35
86295,28
86295,12
86295,18
6341,878
6341,28
6341,53
6341,80
6341,18
27679,12
27679,35
27679,80
7012,10770
7012,878
7012,18
32689,18
32689,35
32689,80
32689,10749
232,28
232,12
232,80
232,18
232,10749
30707,18
1884,12
1884,10751
1884,14
1884,878
1884,10770
33138,99
8221,18
8221,35
8868,35
8868,16
8868,10751
8868,12
27064,18
31600,18
31600,28
26555,35
26555,18
26555,10749
42021,10749
42021,35
42021,18
4043,35
4043,18
4043,10749
2172,12
8852,27
49815,18
8677,28
8677,18
8677,9648
8677,53
26369,27
26369,35
26369,12
49314,18
93457,18
4271,35
2927,878
25943,14
25943,35
25943,878
1662,18
1662,28
1662,53
1662,80
31923,18
31923,35
1483,14
1483,27
4539,99
31696,9648
31696,53
31696,80
6463,35
6463,18
5048,18
5048,14
47714,18
48150,18
48150,10749
5051,18
5051,36
5187,35
5187,18
5187,10749
8983,16
8983,9648
8983,53
2061,28
2061,80
2061,18
2061,53
148478,18
2460,18
2460,10749
2460,878
74097,35
26124,80
26124,18
26124,53
8765,53
8765,14
8765,878
26644,9648
26644,14
26644,18
26215,27
26215,53
5470,28
5470,878
5470,53
5470,12
5470,27
5470,14
1283,35
1283,80
7096,12
7096,18
7096,14
344,80
344,28
344,35
55257,10749
55257,35
55257,18
2487,28
2487,18
2487,53
3716,12
3716,35
3716,10749
9011,14
9011,27
9011,53
2332,28
2332,35
2332,80
5458,18
5458,10749
5458,53
54491,16
54491,10751
844,14
844,18
844,878
844,10749
2463,18
2463,28
2463,53
2463,80
32166,27
32166,9648
32166,53
52666,18
52666,53
52666,80
52666,10769
26245,27
467,80
467,18
467,27
467,53
38294,35
38294,18
2899,10751
2899,14
2899,35
2899,12
3577,18
3577,53
2440,10752
2440,18
2440,53
41714,18
919,14
919,16
919,27
919,35
919,53
919,878
211,35
211,18
6382,35
6382,10769
2191,53
2191,18
2191,878
437,53
437,878
437,9648
4592,35
4592,10749
2111,18
2111,10769
4612,28
4689,28
4689,18
4689,53
5552,18
5552,28
5552,878
4326,35
4326,18
26491,18
26491,10749
5844,28
5844,18
5844,878
5844,53
5844,27
49007,18
3177,28
3177,53
4972,35
2841,18
363,18
363,10749
4254,35
4254,18
25757,28
25757,35
25757,53
670,18
670,53
670,9648
670,28
1913,18
2539,35
5528,18
1114,99
1114,18
179,80
179,53
83,18
83,53
4836,18
4836,53
4836,80
3396,35
3396,99
1404,18
464,10749
464,18
464,35
464,10402
5889,12
5889,18
5889,28
5889,53
5889,10749
1126,18
1126,53
1392,99
1843,99
1843,10402
291,99
88138,18
5460,18
5460,53
5460,10749
4896,35
4896,18
3509,16
3509,878
3509,53
33150,99
986,35
986,18
986,36
70,18
56616,35
56616,18
56616,10769
205,18
205,36
205,10752
5183,35
5183,18
118,12
118,35
118,10751
118,14
1280,18
1280,10749
1280,80
421,12
421,35
421,18
2567,18
6478,18
6478,10402
1901,35
1901,18
1901,10749
693,35
693,10749
842,18
842,36
842,53
1853,99
79008,35
34326,28
34326,18
34326,80
59143,18
59143,28
59143,80
7229,35
7229,80
2091,80
2091,53
6439,35
7214,18
26488,35
26488,18
27549,28
27549,12
27549,14
27549,878
43892,10402
43892,35
8422,80
8422,18
8422,53
989,18
25970,35
25970,14
25970,27
26581,878
26581,12
342,35
342,18
613,18
613,36
613,10752
273,18
8978,53
8968,53
8968,27
8968,18
8968,9648
6961,35
6961,10749
31165,18
2517,18
43801,35
661,10752
661,18
2436,28
2436,12
2436,35
2436,878
6317,18
6317,36
42011,35
42011,80
7454,28
7454,36
7454,27
63617,12
63617,18
4935,14
4935,16
4935,12
8953,16
8953,14
8953,878
41569,99
41569,10769
8488,35
8488,18
8488,10749
561,18
561,14
561,27
8340,18
6414,18
1942,53
1942,9648
3040,14
3040,28
3040,53
2926,28
2926,12
2926,35
2926,18
4710,18
4710,10749
5204,35
5204,80
5204,53
4974,18
4974,10749
258,35
258,18
258,10749
8016,10752
8016,18
4235,80
4551,35
4551,80
30856,99
30856,36
30856,10752
26,18
2026,9648
2026,18
2026,53
2026,80
43912,18
43912,10751
3115,14
3115,28
3115,878
3115,10769
6593,28
6593,18
6593,14
6593,10769
6593,878
33539,16
33539,10751
33539,12
1918,18
1093,18
1093,53
1093,80
438,9648
438,878
438,53
1589,10749
1589,35
1589,10402
540,28
84298,18
48598,35
48598,18
48598,10749
32078,18
32078,53
32078,80
26038,80
26038,18
158,35
158,80
1772,18
5996,10749
5996,35
5996,80
187,28
187,53
187,80
7364,28
7364,12
7364,35
7364,18
7364,9648
27271,28
27271,18
2029,35
26774,27
26774,53
49225,35
49225,18
49225,10749
3875,18
74948,18
26638,18
4595,35
775,12
775,14
775,878
50183,18
50183,10752
7342,10770
7342,18
7342,27
33641,10770
33641,28
33641,27
33641,35
33641,878
33641,53
32128,28
32128,18
69069,80
69069,18
69069,36
64167,18
7453,12
