movie_id,imdb_id,title,overview,release_date,poster_path
855,tt0265086,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",12/28/2001,/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg
5279,tt0280707,Gosford Park,"Multiple storylined drama set in 1932, showing the lives of upstairs guest and downstairs servants at a party in a country house in England.",11/7/2001,/1h12RzwEI1xYtBWJ7THRnkmrcaQ.jpg
1365,tt0285742,Monster's Ball,"Set in the southern USA, a racist white man, Hank, falls in love with a black woman named Leticia. Ironically, Hank is a prison guard working on Death Row who executed Leticia's husband. Hank and Leticia's inter-racial affair leads to confusion and new ideas for the two unlikely lovers.",11/11/2001,/s7o0AyOFIYNjTe008pV6EZMI2IP.jpg
6440,tt0120824,The Shipping News,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,12/18/2001,/6upEibGBdKmFNeFRfJk8t5zkcOD.jpg
6037,tt0074937,Murder by Death,"Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.",6/23/1976,/9HlvA3JUn0yuUvWUXJTfMJB1Vge.jpg
42987,tt0057490,The Servant,"A decadent London aristocrat hires a man-servant to attend to his needs. However, the balance of power starts to shift...",11/1/1963,/pRa4og93BeOoMCt6oWuPCwu5Coo.jpg
6312,tt0237534,Brotherhood of the Wolf,"In 18th century France, the Chevalier de Fronsac and his native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",1/31/2001,/x0bsgEeWqpvH8Lgwgmzi2tujlrV.jpg
98491,tt0066585,Wuthering Heights,"The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the Moors and despite the continued enmity between Hindley and Heathcliff they're happy-- until Cathy meets Edgar Linton, the son of a wealthy neighbor. Written by Marg Baskin",6/9/1970,/5h25Ea04E5lRUqP7cC0nbT85vkt.jpg
26686,tt0077289,California Suite,Misadventures of four groups of guests at the Beverly Hills Hotel.,12/15/1978,/waTSOxxxhgwuojEwXcdUTiGpY6v.jpg
61934,tt0048312,The Long Gray Line,"The life story of a salt-of-the-earth Irish immigrant, who becomes an Army Noncommissioned Officer and spends his 50 year career at the United States Military Academy at West Point. This includes his job-related experiences as well as his family life and the relationships he develops with young cadets with whom he befriends. Based on the life of a real person.",2/9/1955,/dc45HvAVsg6j9y1Pq7lJKbDwhaX.jpg
27273,tt0083951,The Flight of Dragons,"The realm of magic is being threatened by the realm of logic, so Carolinus, the green wizard decides to shield it for all time. Ommedon, the evil red wizard, stands in his way. Carolinus then calls for a quest that is to be led by a man named Peter Dickinson, who is the first man of both the realms of science and magic. It is Peters job to defeat Ommedon.",8/17/1982,/pcGDwxEZW5ywTNdvSyTH2Bs49kw.jpg
848,tt0082288,Dragonslayer,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon in order to save the King’s daughter from being sacrificed in accordance to a pact that the King himself made with the dragon to protect his kingdom. A fantasy film from Disney Studios that exhausted all possible visual effects of the time.,6/26/1981,/dDRK8lbFSt2M3UVDvdG5kMSJUjt.jpg
4965,tt0160399,Impostor,"Gary Sinise plays Spencer Olham, a top-secret government weapons designer who is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.",12/3/2001,/7Uy4JbalP0mEyKnFW2IorQDmbBa.jpg
150,tt0083511,48 Hrs.,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",12/7/1982,/phNxblI8gWJxATAGd5G4Nts7GcL.jpg
112,tt0243862,Italian for Beginners,"This fifth Danish Dogme film is about six vulnerable individuals whose lives are interwoven. In a city suburb, a young minister arrives to take up duties at a local church. He is persuaded by his assistant to join an Italian night school class, and he soon becomes the centre of a group of people to whom fate has dealt quite serious blows. Gradually each one in the group manages to overcome his/her predicament and find a happy solution. This Dogma production was shown at the Berlinale in 2001 where it surprisingly won a silver medal.",12/7/2000,/cWgCLo0lfp6ESIP7zquWnn0MI9N.jpg
27378,tt0074626,Heart of Glass,"A small Bavarian village is renowned for its ""Ruby Glass"" glass blowing works. When the foreman of the works dies suddenly without revealing the secret of the Ruby Glass, the town slides into a deep depression, and the owner of the glassworks becomes obssessed with the lost secret.",11/12/1976,/yOm6sZ0uL9nN104WuyHDo7dzieq.jpg
651,tt0066026,M*A*S*H,"One of the world's most acclaimed comedies, MASH focuses on three Korean War Army surgeons brilliantly brought to life by Donald Sutherland, Tom Skerritt and Elliott Gould. Though highly skilled and deeply dedicated, they adopt a hilarious, lunatic lifestyle as an antidote to the tragedies of their Mobile Army Surgical Hospital, and in the process infuriate Army bureaucrats. Robert Duvall, Gary Burghoff and Sally Kellerman co-star as a sanctimonious Major, an other-worldly Corporal, and a self-righteous yet lusty nurse.",1/24/1970,/fzBLxDQO42kA6xdcyQ0qYueLuVC.jpg
2637,tt0265349,The Mothman Prophecies,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,1/25/2002,/z2PiOTyjbCOnMHY2QJdq3I4jU44.jpg
2084,tt0188453,Birthday Girl,"A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down.",9/6/2001,/bEuzg0HtCrdLQW4xk8KdVpQvgdV.jpg
51044,tt0046828,Carmen Jones,"Version of the Bizet opera set in World War II, with new lyrics and an African-American cast.",10/27/1954,/5Vo4NeE7dlXBUaikbGnUOmUNHJ3.jpg
4267,tt0078122,Get Out Your Handkerchiefs,"Solange is depressed: she's stopped smiling, she eats little, she says less. She has fainting fits. Her husband Raoul seeks to save her by enlisting Stephane, a stranger, to be her lover. Although he listens to Mozart and has every Pocket Book arranged in alphabetical order, Stephane fails to cheer Solange. She knits. She does housework. Everyone, including their neighbor a vegetable vendor, agrees that she needs a child, yet she fails to get pregnant by either lover. The three take a job running a kids' summer camp where they meet Christian, the precocious 13-year-old son of the local factory manager. It is Christian who restores Solange to laughter",1/11/1978,/vS4BlPEJV9QBS7W0urYlomYNWG7.jpg
4031,tt0072353,Going Places,"Two whimsical, aimless thugs harass and assault women, steal, murder, and alternately charm, fight, or sprint their way out of trouble. They take whatever the bourgeois characters value: whether it's cars, peace of mind, or daughters. Marie-Ange, a jaded, passive hairdresser, joins them as lover, cook, and mother confessor. She's on her own search for seemingly unattainable sexual pleasure.",5/12/1974,/6yM2ezCCucvHqcysrjP6RerAGMn.jpg
47871,tt0082525,Honky Tonk Freeway,"Ticlaw, a small town in Florida, has only one attraction: a safari park. The government constructs a freeway that passes near Ticlaw, but decides not to put an exit into the town. The people of Ticlaw, leaded by it's Mayor, will do anything in order to convince the governor to alter the project.",8/21/1981,/7BXciMZgKFkbm0xKvxhNmTWi6mc.jpg
69928,tt0085891,The Man Who Loved Women,"1983 Burt Reynolds version -- This is the tale of a sculptor named David who has a major womanizing problem. He goes to seek help from a psychiatrist, Marianna, to cure him of his obsession with women. His story of sexual and romantic exploits with the ladies is told by Marianna.",12/18/1983,/a1jze4S94Gz1L9Gucypc4pv5L3u.jpg
2441,tt0103186,Cows,"A film set in the Basque region, beginning in the Carlist war of 1875 and ending during the Spanish Civil war of 1936. The film portrays how one single act of cowardice shapes the life of the next three generations of two families and fuels the intense rivalry which will span the next sixty-one years.",2/26/1992,/j9c3HPCwuPGfFNHzjt0taANaC78.jpg
931,tt0069995,Don't Look Now,"After Laura and John Baxter lose their only child in a horrible drowning, they are greeted by strange sightings of her throughout their everyday lives. When two old ladies approach them in Italy with news that their daughter may still be alive, it seems too good to be true. Perhaps it is...",12/3/1973,/mq3TW9GiF9MNlIEjnlL7D9X9tbx.jpg
993,tt0069281,Sleuth,"The mystery stage play by Anthony Shaffer was adapted by the author into this stylish film from director Joseph L. Manciewicz. Laurence Olivier stars as Andrew Wyke, a best-selling author of detective fiction living in a grand 16th century mansion. Andrew is visited by Milo Tindle (Michael Caine), owner of a hair salon chain, and reveals to his guest that he's aware of Milo's affair with his wife Marguerite. Rather than being vengeful, however, Andrew professes he's glad to be rid of his troublesome spouse. To avoid paying heavy alimony, Andrew suggests that Milo disguise himself as a clown and steal his wife's expensive jewelry. That way Marguerite and Milo can obtain financial security while Andrew claims the loss on his insurance and all walk away rich. Andrew's plan is a devious one, however, designed to toy with his wife's lover, and a series of deceptions and counter-deceptions are launched in which nothing is as it seems.",12/10/1972,/jAREYLUnYGwPjbQr0vs1s38QLkH.jpg
27824,tt0231956,The Last Man,Apocalyptic comedy finds a socially-challenged grad school student as one of the last two men on Earth with a beautiful woman.,4/15/2000,/qa0XsQMFAB9tA8x33U1ZVB7Ykfr.jpg
480,tt0265343,Monsoon Wedding,From an exciting Indian wedding comes a relationship from two different times not only showing the modern but also the traditional. Different characters and stories interact with each other in director Mira Nair film where she used an Indian-American production to illustrate these themes modern day Indians are very familiar with.,8/30/2001,/q9iPJulJEC47A36cuOKYBTrfQrh.jpg
614,tt0050986,Wild Strawberries,"Professor of medicine Isak Borg travels to Lund University in order to receive his anniversary title. Along the road he meets strangers and relatives, and in his dreams he is confronted with his own past as well as fear of insufficiency.",12/26/1957,/iyTD2QnySNMPUPE3IedZQipSWfz.jpg
2752,tt0243736,40 Days and 40 Nights,"Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life.",3/1/2002,/8bs30y2UzytXglgG6SLpP3N920J.jpg
40723,tt0204700,Trouble Every Day,"Scientist Shane Brown neglects his new bride, instead spending their honeymoon searching for an old colleague who disappeared after a research paper he had written was discredited by the medical community. It turns out that Dr. Semeneau is living in obscurity in order to protect his wife, whom he keeps prisoner in a room with boards nailed across the doorway. The narrative unfolds the dark secret that drives each party.",7/11/2001,/uap6eKgnII5lLPFEESAvqtpPciI.jpg
7219,tt0080057,Zombie Flesh Eaters,"A zombie is found aboard a boat off the New York coast which belongs to a famous scientist. A journalist travels to the Antilles with the daughter of the scientist. They discover a terrifying disease which is turning the islanders into horrifying zombies, who devour human flesh and seem indestructible....",8/25/1979,/zjxulDZPEwUeAi5d5edEd9SzmIJ.jpg
2135,tt0268695,The Time Machine,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",3/4/2002,/9QB6wIc6XOtoi02uUCLSvY0onSL.jpg
965,tt0035015,The Magnificent Ambersons,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,7/10/1942,/sB7CfN7hWeTVdyUrFrEAapoPmXH.jpg
44004,tt0080863,Hero at Large,"An idealistic but struggling actor finds his life unexpectedly complicated when he stops a robbery while wearing the costume of Captain Avenger, a superhero character of a film he is hired to to promote. He decides to dabble at being a superhero only to find that it is more difficult and dangerous than he ever imagined.",2/8/1980,/wSQJkAZAQsMJLjfRCu1K45f99EV.jpg
7988,tt0080934,The Island,David Warner leads a band of modern day pirates who raid yachts and sail boats of people on vacation out in the Caribbean. Michael Caine is a reporter who goes out there with his son to investigate the mystery of the disappearing boats. He runs across Warner and his band of raiders and they decide to induct them into their tribe.,6/13/1980,/1sRdwKeWAfXEThF8v3Oz9qMUhIM.jpg
26843,tt0081059,Lion of the Desert,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives.",4/17/1981,/xm7CKN5mo09RNAcL1IP1xmJ5avT.jpg
27458,tt0081060,Little Darlings,Two 15-year old girls from different sides of the tracks compete to see who will be first to lose their virginity while at camp.,3/21/1980,/mMRPB4IvMw7c3zIHIEfaOGv0V5h.jpg
8690,tt0081112,Eaten Alive!,"A woman's search for her missing sister leads her to the jungles of New Guinea, where she and an expatriate guide encounter a cult leader and flesh-hungry natives.",3/19/1980,/r5o8UXpnCIsQxouyGKfjMS5nGQy.jpg
3418,tt0081182,Death Watch,"Roddy has a camera implanted in his brain. He is then hired by a television producer to film a documentary of terminally ill Katherine, without her knowledge. His footage will then be run on the popular TV series, ""Death Watch"".",1/23/1980,/wSuvftmbs0fInDe69u8yDUtElsp.jpg
4499,tt0081323,"Pepi, Luci, Bom","Almodovar's first film of life in Madrid during the punk era and not one for the squeamish. He covers everything from drugs and sexual violence, to female masochism.",10/27/1980,/u3g90GAaDbGUyIhAjLquA5yfb8E.jpg
425,tt0268380,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",3/10/2002,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg
5851,tt0284490,Showtime,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,3/14/2002,/8sIooUxXZo2blCVuAYbL2wkdUfD.jpg
1391,tt0245574,Y Tu Mamá También,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",6/8/2001,/eTAQWIqHyFtnvNyYpFO5IoaVi1L.jpg
2371,tt0081609,Teheran '43,"Documents reveal in 1980 that the Germans planned to kill the Big Three in Teheran in 1943.This story starts in 1980 in Paris as the memories of Andrei Borodin (Igor Kostolevsky), a Soviet agent, take the action back to 1943 during the Teheran meetings of Stalin, Roosevelt and Churchill. A high-ranking Nazi officer developed a plan to assassinate the three world leaders in order to undermine the Allied forces. He commissioned the German agent Max Richard (Armen Dzhigarkhanian) to carry out his plan, but it failed miserably due to the quick action and thinking of Andrei. While in Teheran, Andrei met a French woman, Marie Louni (Natalia Belokhvostikova), living in the city and they had a brief but intense affair. Nearly four decades later, the Nazi officer has been captured - but not for long. Freed by terrorists, the officer is hunting down the German agent who failed to carry out the planned assassinations. Max lives at Françoise (Claude Jade), a young French woman, who hides him.",6/6/1980,/si91G3XTFEvivJxaI428QkqDUvX.jpg
6020,tt0279781,Sorority Boys,"Three friends who head the Social Committee in a frat house, called KOK (Kappa Omicron Kappa), are charged with stealing money their fraternity has been saving for a cocktail cruise at the end of the semester, the one that guarantees them a spot at a very high paying company.",3/22/2002,/Aud5kW8n9EROvX472o1xbmWTo3x.jpg
4547,tt0258000,Panic Room,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",3/29/2002,/cqyplJudphLfN7haFPF8cLL4uod.jpg
1791,tt0254686,The Piano Teacher,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",5/14/2001,/gNHKYQnP1RnqEhkivHJzBPb4MOP.jpg
62956,tt0188128,Very Annie Mary,"Set in the fictional village of ""Ogw"" in the valleys of south-east Wales. After her father Jack suffers a stroke Annie Mary Pugh is forced to take care of him but uses the circumstances to emancipate herself and find the courage to sing once again.",5/25/2001,/g5YBT8oxc5zttmYArfiVtloQ6tz.jpg
5678,tt0096466,The Wrong Guys,Five former cub scouts have a reunion and go camping on the mountain they never conquered. High jinks ensue due to their childhood enemies and a group of escaped convicts who mistake them for an FBI unit.,5/13/1988,/3yadaSOHGDlGKw0gh8yTNKYwgEC.jpg
548,tt0042876,Rashomon,"In ancient Japan a crime take place as told from three different travelers who have experienced the crime: a man being killed and his wife being raped. Which if any of the stories is true? An Akira Kurosawa film about morals, truth, and communication.",12/26/1950,/vL7Xw04nFMHwnvXRFCmYYAzMUvY.jpg
1537,tt0264472,Changing Lanes,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",4/7/2002,/8wh9WzTKo5pJw3EgHYWA60W7Kbl.jpg
441,tt0219822,Human Nature,"A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most.",5/18/2001,/8FlxH4q1plGzdoJmK2VHgap3Ly7.jpg
32617,tt0072705,Bite the Bullet,"At the beginning of the 20th century, a newspaper organizes an endurance horse race : 700 miles to run in a few days. 9 adventurers are competing, among them a woman, Miss Jones, a Mexican, an Englishman, a young cow-boy, an old one and two friends, Sam Clayton and Luke Matthews. All those individualists will learn to respect each other.",9/26/1975,/2tg8EWatD9mwuKTsTJJ5A96oy5G.jpg
2565,tt0099892,Joe Versus the Volcano,"Hypochondriac Joe Banks finds out he has six months to live, quits his dead end job, musters the courage to ask his female co-worker out on a date, and is then hired to jump into a volcano by a mysterious visitor.",3/9/1990,/8Fw1a4Jb1vnukNG5d4V1c6ulKoF.jpg
307,tt0038890,"Rome, Open City","Open City is a landmark in film history. Filmed in secrecy during the Nazi occupation of Italy, the film shows a realistic portrayal of the underground resistance in Italy in 1945. The film has strong impacting imagery with it’s mix of fiction and reality that strengthened Italian Neo-realism and the film industry.",9/27/1945,/ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg
1282,tt0275309,Dogtown and Z-Boys,Dogtown and Z-Boys follows the evolution of skateboarding from the 60's and into the late 70's as skateboarding's california beach boy image is transformed into a low-riding surf oriented style.,1/18/2001,/eb02dpopuAhuThf7nXAAwKtAF88.jpg
52717,tt0181912,In Praise of Love,"Someone we hear talking - but whom we do not see - speaks of a project which describes the four key moments of love: meeting, physical passion, arguments/separation and making up. This project is to be told through three couples: young, adult and old. We do not know if the project is for a play, a film, a novel or an opera. The author of the project is always accompanied by a kind of servant. Meanwhile, two years earlier, an American civil servant meets with an elderly French couple who had fought in the Resistance during World War II, brokering a deal with a Hollywood director to buy the rights to tell their story. The members of the old couple's family discuss heatedly questions of nation, memory and history.",5/16/2001,/sGmEuGX4UL1SY7t6bAy6lmIutx.jpg
69324,tt0287645,Rain,"Janey is on vacation with her brother, Jim, mother, Kate, and father Ed, at their beach house on the Mahurangi Peninsual in New Zealand. Ed and Kate, who are on the verge of divorce, sit around in the back yard all day drinking whiskey and Janey and Jim are left to their own devices. Cady, a local boaty who is having an affair with Kate, catches Janey's pubescent eye. In response to his wife's drinking problem and recurring infidelity, Ed turns to alcohol, ignoring his children almost as much as his wife, which eventually leads to a character's fate.",5/14/2001,/56TiWd7pdzYuFzObofLbKhFff7T.jpg
73462,tt0088758,The Aviator,A 1920s mail pilot and a rich man's daughter crash-land on a mountain full of hungry wolves.,3/1/1985,/xLBT0O61JL2WgSzwRYSTia6LgC3.jpg
26030,tt0047892,Bob le Flambeur,"Ex-bank robber and gambler, Bob, plans a heist at the Deauville casino.",8/24/1956,/3lhgRzQJif5UAcgEkxaxAyu5STE.jpg
5203,tt0100934,Wild Orchid,A woman lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.,12/22/1989,/cCKelDaBa9gEzl0E7hmHiQxB76Q.jpg
1815,tt0077234,The Big Sleep,The classic Raymond Chandler tale retold with Mitchum taking over the Bogart role.,3/13/1978,/moBuoPdT2ow7OVkzibWJcrGnkOX.jpg
55106,tt0068326,Butterflies Are Free,"Striving to be independent, the blind but determined Don Baker (Edward Albert) moves away from his overprotective mother (Eileen Heckart, who won an Oscar). After settling into his new San Francisco digs, Don meets kooky neighbor Jill Tanner (Goldie Hawn). Don's quick wit and good looks disarm the free-spirited Jill, and before long they're more than just friends. Will Mrs. Baker's incessant meddling destroy Don and Jill's budding relationship?",7/6/1972,/nsx4Rsv8KzP19rCXzl6Mnu09jUp.jpg
2251,tt0250797,Unfaithful,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",5/10/2002,/bjiHEhuiwhIygzjczbTPAA07cGc.jpg
2894,tt0239234,The Lady and the Duke,"This breathtaking, visually experimental film from New Wave director Eric Rohmer tells the true story of Grace Dalrymple Elliot (Lucy Russell), a British aristocrat trapped in Paris during the French Revolution. Determined to maintain her stiff upper lip and pampered life despite the upheaval, Grace continues her friendship with the Duke of Orléans (Jean-Claude Dreyfus) while risking her life and liberty to protect a fugitive.",9/7/2001,/wKKrgVngsgJPVVKuh3GjWugQPbK.jpg
45186,tt0071216,Big Bad Mama,"Mama and daughters get forced by circumstances into bootlegging and bank robbing, and travel across the country trailed by the law.",9/19/1974,/bVc1qZgBgxgNhqehzdWCiIC5rJw.jpg
5425,tt0078916,Beyond the Darkness,"A young rich orphan loses his fiancée to voodoo doll mischief on the part of his housekeeper who is jealous of his attentions. He digs his girlfriend up, cleans her out, stuffs her, and puts her in bed at the mansion. Following this, he tries out and disposes of a series of young maidens, trying to find the right replacement for her, and the disapproving housekeeper helps him with the disposals.",11/15/1979,/xWx2hwUsfCdLidjqSlIwClSPkQj.jpg
245,tt0276751,About a Boy,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",4/26/2002,/qoZ1bD0q9EFqcNiEYbEigsRcNCt.jpg
1894,tt0121765,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",5/15/2002,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg
4012,tt0247199,The Believer,The movie tells the story of a young Jewish man who becomes fiercely anti-Semitic.,1/19/2001,/6hw5RXCVgqKtY6xmHsEWRjJXljM.jpg
1957,tt0278435,Enough,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",5/24/2002,/4glaIcIRw0IVmQKWYVK6CIo0zaU.jpg
320,tt0278504,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,5/24/2002,/cwB0t4OHX1Pw1Umzc9jPgzalUpS.jpg
27834,tt0254199,CQ,"A young filmmaker in 1960s Paris juggles directing a cheesy sci-fi debacle, directing his own personal art film, coping with his crumbling relationship with his girlfriend, and a new-found infatuation with the sci-fi film's starlet.",5/12/2001,/7myTvwzZw217v2FN1xOzS2Gcib9.jpg
39435,tt0051496,Cowboy,"Chicago hotel clerk Frank Harris dreams of life as a cowboy, and he gets his chance when, jilted by the father of the woman he loves, he joins Tom Reece and his cattle-driving outfit. Soon, though, the tenderfoot finds out life on the range is neither what he expected nor what he's been looking for...",2/19/1958,/ArI7lT0mo7EJ4FGjAs2zQScRKqb.jpg
44800,tt0071532,The Gambler,New York City English professor Axel Freed outwardly seems like an upstanding citizen. But privately Freed is in the clutches of a severe gambling addiction that threatens to destroy him.,10/2/1974,/wyZyUHOm14wmStWnuBjflOkzajt.jpg
1936,tt0047422,River of No Return,The itinerant farmer and his young son help a heart-of-gold saloon singer search for her estranged husband,4/30/1954,/b8BNRZ8cA97dn4lkfLrUOGVNtHp.jpg
4614,tt0164184,The Sum of All Fears,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.",5/31/2002,/3E4LW4bjRhEMDeeXeIsmkJ94v8K.jpg
7216,tt0079788,Zombie Holocaust,"The members of an expedition in search for the last faithful of Kito, the cannibal god, land on a small island in the Moluccas (East Indies). They are soon hunted by cannibals and zombies created by the sinister Doctor O'Brien, who is experimenting with both corpses and living humans. Susan, a sexy lady in the expedition team, eventually gets the upper hand. She gains acceptance with the natives as queen of the cannibals and directs them against the mad scientist with his army of zombies.",3/27/1980,/3PmbKdVjWdXOjgYAePi6407YKY7.jpg
3132,tt0280486,Bad Company,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",6/7/2002,/umu141mcfIEhRLgyQp7TWlGJFW.jpg
2501,tt0258463,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",6/14/2002,/vN6jGCuzefysLVFrzK3Vs6xAdu1.jpg
27451,tt0242508,Harvard Man,"College has always been a time for experimentation, sexual, cultural and otherwise. ""Harvard Man"" plays out against a background of love, sex, basketball, crime and experimentation. Action and philosophy in young people's quest to discover their true identity.",1/1/2001,/vxZG1UXh8gA3nYmrPNUWCHGGBFn.jpg
4993,tt0062626,5 Card Stud,"The players in an ongoing poker game are being mysteriously killed off, one by one.",7/28/1968,/256Vjfpb0KaBl7FqH2oPXicj7ql.jpg
103299,tt0105631,Traces of Red,"Jack, a Palm Beach detective, becomes involved in a case of multiple murders. All the women can be linked to Jack in some way. Jack and his partner have no leads, but numerous suspects. The murders continue, along with anonymous letters from the killer.",11/13/1992,/2CAMutFQsJ659K8lB6YIqfGR7T3.jpg
180,tt0181689,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",6/20/2002,/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg
2022,tt0280590,Mr. Deeds,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.",6/28/2002,/pX0oAJ27acWEHoI7lmmQpoBmdv4.jpg
608,tt0120912,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",7/3/2002,/enA22EPyzc2WQ1VVyY7zxresQQr.jpg
